crop_type,soil_type,region,nitrogen_kg_per_acre,phosphorus_kg_per_acre,potassium_kg_per_acre,irrigation_mm_per_week,soil_ph,organic_carbon_pct,avg_temp_c,rainfall_mm_season,sowing_density_kg_per_acre,pesticide_applications,canopy_health_index,yield_quintal_per_acre
Wheat,Laterite,East,142.3122224774648,34.328848478901044,35.3172222538935,31.691675226361177,5.147047720574367,1.4860044095362734,30.782099718947435,1465.4679386202424,33.35452702694663,4,87.50916943876629,37.828443591886284
Cotton,Sandy,East,54.44797726815556,17.196507016257698,61.29544143777612,21.726426702033727,6.221391700535014,1.3426655485889136,32.377641927665906,1314.7181815115682,42.00414371731119,1,71.54889245334569,19.595334047957834
Cotton,Laterite,North,88.45497040199758,31.14479262791548,64.40642106349,23.936240788243907,7.417401838390305,0.7378707275781726,22.139541025648896,1463.5707913375975,13.272184436671473,4,66.75677290936953,15.198814471658569
Maize,Red,North,24.16040986990066,66.46944466098658,65.30365873206149,17.58204186437696,6.486908304217093,0.5711316298197119,18.72497048273164,1529.1126272537995,20.553657664236006,2,63.07556543128149,32.83598315903788
Maize,Red,East,21.24322705730284,44.543567311339956,61.80755869830018,9.778345590367445,8.439323334484246,1.2529272744859725,20.056224133876427,206.86537199924402,19.962674814621746,5,60.34737299201467,28.673482416368092
Sugarcane,Black,East,118.76345093152503,22.010094288495893,26.213582786978144,2.0795329483070235,5.114585413718984,0.334761120447193,24.021180646834665,579.6578302640462,12.325961966927556,2,65.79077294478779,476.52023716031323
Wheat,Black,East,36.561107145184096,31.884266080595662,30.23606481091496,15.86448990368034,8.06095635918538,1.4596015192693634,29.533131963437278,1246.8045390097705,28.72001274760356,3,61.39200463290416,31.06418478266284
Cotton,Laterite,North,96.69315319551447,76.75068957715244,75.9428705294839,29.796702536321774,5.47160494732107,0.5630155136029444,19.317564799674702,913.949000336498,19.342506690939672,3,54.981615660812196,18.521241686871257
Rice,Alluvial,East,117.4410475094028,40.23702416690385,48.770226722172914,40.00563712477162,5.716877318010376,1.1495603482831382,33.20030639743317,387.9240048870107,14.111163795993928,5,79.7804912816758,46.445169101287746
Wheat,Alluvial,North,24.512842072149496,40.91194783642652,62.81152808941612,44.000790257352385,6.849063236267771,0.6856991671116661,20.72408848229378,303.66515787144107,8.810018852777544,5,58.83477373403801,39.13979106901927
Maize,Black,North,82.82379588039548,20.71487214309493,51.94369756915951,35.736244841933484,8.0500913598386,0.9635841751378835,33.6200036460626,1709.3600794328775,8.927025004831822,2,55.82231480095798,31.674824963371027
Sugarcane,Laterite,East,115.78127117801756,31.318801322999935,74.71513056727726,6.963729399822713,6.449283739357391,1.4810071400492244,36.25281474844268,1557.5199231905697,22.458205998966797,4,70.65170673949105,814.8992482440356
Cotton,Laterite,West,144.56233829967903,67.02802930580324,70.81472726674218,25.892914322404295,6.027508576761745,0.6592447962730004,18.775684947683104,710.4741285295034,30.604540092071055,1,66.67785123192331,22.23973862717308
Cotton,Red,West,61.8922140842319,65.03392820822842,28.296235394893674,40.04433607601405,6.405852020712036,0.2529451044650511,36.10781342968612,1222.8690293274062,15.864901018893391,5,68.44442794299206,17.492144724345664
Cotton,Red,Central,156.39031415580624,40.48491592601337,71.92966303691222,44.59054182544759,5.330201641328643,0.32382809466524076,31.223493397010163,434.8105725004182,41.67474089125909,3,71.10163480586847,18.99936373952534
Cotton,Alluvial,Central,138.2358099523576,72.55565835099871,31.002755114621916,19.470409699594583,7.933820133007955,0.3191600563276564,35.405370333282505,415.95630202636687,15.776854407339009,2,58.120903846235485,16.590924901412706
Maize,Black,South,111.08891009145961,36.618124194397566,40.868631600146315,55.70648090814338,8.203252846287096,0.9344317308584908,22.97668536785839,733.8210288460335,18.005557439617988,5,66.64943187896915,43.45442081397617
Wheat,Alluvial,West,74.86957101445836,70.50307058753538,69.58635046832322,47.72289199873645,7.365211351820476,0.3332494839844394,34.86420244194669,649.9823398148562,19.254085320284815,4,61.120929075972235,43.79832056264338
Sugarcane,Laterite,North,119.5554526679298,12.209588540929186,32.6813352737305,51.10385585016169,6.55634369589614,0.8602707549444333,25.96597464452063,1767.0148381023828,13.836802110903875,1,78.67002235619456,1007.5648266190443
Maize,Laterite,Central,134.26705766984946,34.306120316079756,30.354034273124963,39.99269947021191,7.149527792085848,1.3165684850840398,19.362306369821198,238.97201995615606,44.96636817066923,5,77.86324748007614,49.53596326905036
Maize,Black,South,62.461982484118025,69.85479346138848,56.8059794577144,24.82562857110843,6.931533825822825,1.6077898482315758,37.92138410760971,1075.6663253859872,34.52750993183135,1,77.31569665558504,48.85420181822762
Rice,Black,West,158.9962090869841,73.09166930320296,79.97734536897832,56.05011067315247,5.1804430336900715,0.5542908351240454,36.80577155231351,1566.5963576825736,19.114490830858298,0,65.58306756296673,49.84321188847719
Wheat,Black,Central,147.20671176564946,62.94968288542677,19.173988676401372,54.08671224991816,6.380474664982849,1.6026686460803106,17.870796137123392,241.45011219454756,44.00775260390146,2,80.07614988219802,58.59597630890485
Sugarcane,Sandy,West,87.97020164800917,56.89060718269905,59.074245256379214,49.70852357849556,7.298900389832063,1.7649345002360886,25.492501456872212,1085.9633119304913,31.48627958398249,2,78.2717937788515,999.2551549786897
Cotton,Red,Central,121.19618820855533,67.08534366236094,46.88687715336528,53.46762771868851,7.967296775551924,1.2011324427708638,37.68250902435458,807.9898836694763,36.4657910908684,0,74.85598155148303,19.716217970315988
Cotton,Laterite,North,93.36124524662947,59.52907317554905,38.74322432160924,54.99664807386747,6.2564054846397354,1.3795529156783315,27.61436748257957,545.4335236716566,20.71695812640474,3,79.7926663002769,24.342331730395443
Maize,Red,North,126.53027730758367,27.795466812562484,62.49011247954712,44.78143594359644,7.867452390192483,0.9728599518118306,26.433028364582654,576.5876865387975,16.01896700917732,2,66.80019078095245,48.659094694403095
Sugarcane,Laterite,West,135.7775085429174,42.63658304864048,48.83854305867264,12.020171446671508,7.6492058465085675,0.31975676229795325,19.493248154850964,1503.1116029205627,24.642806118727695,3,53.31866685558902,712.3200444003699
Maize,Red,East,23.251157721985955,56.249349852031166,65.84678036289772,32.31283632921081,8.25258548030574,1.7359049040480208,24.649017752133936,943.1251562819446,23.418447195396602,2,66.58687453288435,45.05031741181947
Maize,Black,North,31.078484158090895,51.1461929982813,62.06977613243582,36.95963812740654,8.463008061445652,1.7124265710968896,26.458463262216092,273.4110307721334,44.428246959127925,3,65.9192050148762,46.12262211164788
Maize,Sandy,West,67.10543822274178,71.95683249861423,78.95832887542397,46.402407174094066,5.1460628966018716,0.7164400325792448,31.42315744838685,854.1236798632007,13.369421257849693,0,54.86445902150164,51.06004628566203
Rice,Laterite,North,148.46590856852893,43.16912482714798,66.76060939710322,29.708833779095684,6.531147444136665,0.5131856780998052,25.350780810988056,1506.7583475964113,13.00136136257733,4,76.81329814384748,68.90796320655888
Wheat,Laterite,Central,75.75830164007456,22.45911646162444,14.675985820001781,30.77226845288997,7.707460672819244,0.3047754823664322,29.60473967531364,1302.6501739329385,30.983805865037013,3,62.684519162971,30.330306086533486
Maize,Sandy,North,144.2517101282694,25.020742618901714,64.57055068808879,59.73390084508721,7.8810829730285406,0.9965101011843205,17.33487564719265,1727.925571077969,28.790901389333897,1,68.59489339991697,40.608106930434595
Sugarcane,Black,East,84.74074776844542,69.22395912015035,55.479225414556566,27.13231454680257,5.289989780372733,1.6796302953212165,32.567058339837814,1436.94263522131,28.210432728622045,0,70.89171801812738,916.1883207441163
Wheat,Alluvial,Central,60.43940884362028,10.610466795617842,16.28532451588616,7.800590393759674,7.123067093658264,0.26550619305289214,15.075335750513693,473.51740199959204,23.245132405943885,5,68.44509327705279,30.413608369583315
Sugarcane,Red,East,146.09032562874933,70.83912533977835,52.38424599626656,42.58102825926496,8.14458398172371,1.17847653749288,29.769568626991582,306.9240776488575,21.36150840416812,3,80.35367714053712,780.9973970069242
Sugarcane,Black,West,98.49390764861485,13.891165992278934,62.55625203972777,21.752499602278036,5.79470674930615,1.5368992043122351,34.00521398048158,940.0909850402877,11.223851050968396,4,71.10961163882448,795.1132175178208
Rice,Red,West,70.46780130420578,37.41609276625838,23.80361592710722,14.912336817833886,6.215756752806552,0.8075240034967583,32.63623798119431,911.6968103040934,37.321717898831025,2,64.59521757344852,43.725719530511526
Cotton,Black,Central,26.216980507894352,66.01233592119402,40.443815358150374,37.707718032004514,6.381967832716405,1.1791628415320359,18.388300966338118,1076.3195852078688,24.51957884656114,1,72.61272232941857,20.406889304885738
Wheat,Black,East,35.53063854275135,38.53307637756793,47.974040177073555,57.2620603292967,6.380882135951502,0.9101011740109566,34.41769156342282,1274.6422365575734,41.199377695624065,1,57.805981506545905,38.64762075565994
Cotton,Black,Central,39.50344586981427,67.56437309378367,38.920690301708774,18.76853130695761,6.965971942540274,0.30463933128641724,16.82150388681117,606.9148385269202,26.33724465796069,0,69.02801361407457,15.353745470085348
Cotton,Black,East,71.07708065748488,17.020918416804818,71.32033620658919,22.336274824822638,5.212822488715481,1.0071375481987836,16.526212822530624,1781.3097971876525,41.43086949664722,3,52.913224955689884,12.407711534967824
Rice,Laterite,Central,105.02661380420815,45.80795585046305,21.8232243796494,27.92940225236302,7.72716421023312,0.34249258819406625,33.91995232099836,991.6219421153615,42.18829909414051,4,51.72536512790541,41.65158987189807
